Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,Mode,TStep,Comment
1082,GB7BM,439.400000,-,9.000000,,88.5,88.5,DV,12.5,
1083,GB7BN,439.587500,-,9.000000,,88.5,88.5,DV,12.5,
1084,GB7BP,439.450000,-,9.000000,,88.5,88.5,DV,12.5,
1085,GB7BR,430.925000,+,7.600000,,88.5,88.5,DV,12.5,
1086,GB7BS,439.162500,-,9.000000,,88.5,88.5,DV,12.5,
1087,GB7BX,439.437500,-,9.000000,,88.5,88.5,DV,12.5,
1088,GB7BZ,439.412500,-,9.000000,,88.5,88.5,DV,12.5,
1089,GB7CA,430.925000,+,7.600000,,88.5,88.5,DV,12.5,
1090,GB7CC,430.275000,+,9.000000,,88.5,88.5,DV,12.5,
1091,GB7CD,439.700000,-,9.000000,,88.5,88.5,DV,12.5,
1092,GB7CF,439.512500,-,9.000000,,88.5,88.5,DV,12.5,
1093,GB7CG,145.712500,-,0.600000,,88.5,88.5,FM,12.5,
1094,GB7CH,439.612500,-,9.000000,,88.5,88.5,DV,12.5,
1095,GB7CK,439.737500,-,9.000000,,88.5,88.5,DV,12.5,
1096,GB7CL,439.637500,-,9.000000,,88.5,88.5,DV,12.5,
1097,GB7CM,145.700000,-,0.600000,,88.5,88.5,FM,12.5,
1098,GB7CO,439.487500,-,9.000000,,88.5,88.5,DV,12.5,
1099,GB7CP,430.825000,+,7.600000,,88.5,88.5,DV,12.5,
1100,GB7CQ,439.612500,-,9.000000,,88.5,88.5,DV,12.5,
1101,GB7CS,439.775000,-,9.000000,,88.5,88.5,DV,12.5,
1102,GB7CT,145.637500,-,0.600000,,88.5,88.5,DV,12.5,
1103,GB7CV,439.625000,-,9.000000,,88.5,88.5,DV,12.5,
1104,GB7CW,439.400000,-,9.000000,,88.5,88.5,DV,12.5,
1105,GB7CX,430.862500,+,7.600000,,88.5,88.5,DV,12.5,
1106,GB7CY,439.625000,-,9.000000,,88.5,88.5,DV,12.5,
1107,GB7CZ,439.500000,-,9.000000,,88.5,88.5,DV,12.5,
1108,GB7DA,145.775000,-,0.600000,,88.5,88.5,DV,12.5,
1109,GB7DB,439.662500,-,9.000000,,88.5,88.5,DV,12.5,
1110,GB7DC,430.875000,+,7.600000,,88.5,88.5,FM,12.5,
1111,GB7DD,439.662500,-,9.000000,,88.5,88.5,DV,12.5,
1112,GB7DE,145.637500,-,0.600000,,88.5,88.5,DV,12.5,
1113,GB7DH,439.587500,-,9.000000,,88.5,88.5,DV,12.5,
1114,GB7DJ,439.662500,-,9.000000,,88.5,88.5,DV,12.5,
1115,GB7DK,145.687500,-,0.600000,,88.5,88.5,FM,12.5,
1116,GB7DK-B,439.650000,-,9.000000,,88.5,88.5,DV,12.5,
1117,GB7DL,439.675000,-,9.000000,,88.5,88.5,DV,12.5,
1118,GB7DM,439.750000,-,9.000000,,88.5,88.5,DV,12.5,
1119,GB7DN,439.412500,-,9.000000,,88.5,88.5,DV,12.5,
1120,GB7DO,439.700000,-,9.000000,,88.5,88.5,DV,12.5,
1121,GB7DP,439.587500,-,9.000000,,88.5,88.5,DV,12.5,
1122,GB7DR,439.425000,-,9.000000,,88.5,88.5,DV,12.5,
1123,GB7DS,439.425000,-,9.000000,,88.5,88.5,DV,12.5,
1124,GB7DV,439.612500,-,9.000000,,88.5,88.5,DV,12.5,
1125,GB7DX,439.700000,-,9.000000,,88.5,88.5,DV,12.5,
1126,GB7DY,439.575000,-,9.000000,,88.5,88.5,DV,12.5,
1127,GB7EA,439.537500,-,9.000000,,88.5,88.5,DV,12.5,
1128,GB7EB,439.575000,-,9.000000,,88.5,88.5,DV,12.5,
1129,GB7EC,439.725000,-,9.000000,,88.5,88.5,DV,12.5,
1130,GB7ED,439.675000,-,9.000000,,88.5,88.5,DV,12.5,
1131,GB7EE,430.925000,+,7.600000,,88.5,88.5,DV,12.5,
1132,GB7EG,439.762500,-,9.000000,,88.5,88.5,DV,12.5,
1133,GB7EH,430.937500,+,7.600000,,88.5,88.5,DV,12.5,
1134,GB7EI,430.850000,+,7.600000,,88.5,88.5,FM,12.5,
1135,GB7EL,439.712500,-,9.000000,,88.5,88.5,DV,12.5,
1136,GB7EP,439.400000,-,9.000000,,88.5,88.5,DV,12.5,
1137,GB7ER,145.775000,-,0.600000,,88.5,88.5,FM,12.5,
1138,GB7ES,439.437500,-,9.000000,,88.5,88.5,DV,12.5,
1139,GB7EU,430.837500,+,7.600000,,88.5,88.5,FM,12.5,
1140,GB7EW,439.525000,-,9.000000,,88.5,88.5,DV,12.5,
1141,GB7EX,439.712500,-,9.000000,,88.5,88.5,DV,12.5,
1142,GB7EY,439.512500,-,9.000000,,88.5,88.5,DV,12.5,
1143,GB7FC,439.500000,-,9.000000,,88.5,88.5,DV,12.5,
1144,GB7FD,439.725000,-,9.000000,,88.5,88.5,DV,12.5,
1145,GB7FE,439.475000,-,9.000000,,88.5,88.5,DV,12.5,
1146,GB7FG,430.950000,+,7.600000,,88.5,88.5,FM,12.5,
1147,GB7FI,430.887500,+,7.600000,,88.5,88.5,DV,12.5,
1148,GB7FK-B,439.675000,-,9.000000,,88.5,88.5,DV,12.5,
1149,GB7FO,430.275000,+,9.000000,,88.5,88.5,DV,12.5,
1150,GB7FR,439.500000,-,9.000000,,88.5,88.5,DV,12.5,
1151,GB7FU,430.887500,+,7.600000,,88.5,88.5,FM,12.5,
1152,GB7GB,439.762500,-,9.000000,,88.5,88.5,DV,12.5,
1153,GB7GC,439.437500,-,9.000000,,88.5,88.5,DV,12.5,
1154,GB7GD,145.687500,-,0.600000,,88.5,88.5,DV,12.5,
1155,GB7GF,439.687500,-,9.000000,,88.5,88.5,DV,12.5,
1156,GB7GG,439.625000,-,9.000000,,88.5,88.5,DV,12.5,
1157,GB7GP,439.650000,-,9.000000,,88.5,88.5,DV,12.5,
1158,GB7GR,439.450000,-,9.000000,,88.5,88.5,DV,12.5,
1159,GB7GT,439.412500,-,9.000000,,88.5,88.5,DV,12.5,
1160,GB7GW,439.637500,-,9.000000,,88.5,88.5,DV,12.5,
1161,GB7HB,439.625000,-,9.000000,,88.5,88.5,DV,12.5,
1162,GB7HC,439.525000,-,9.000000,,88.5,88.5,DV,12.5,
1163,GB7HE,439.537500,-,9.000000,,88.5,88.5,DV,12.5,
1164,GB7HH,439.750000,-,9.000000,,88.5,88.5,DV,12.5,
1165,GB7HI,439.737500,-,9.000000,,88.5,88.5,DV,12.5,
1166,GB7HL,439.725000,-,9.000000,,88.5,88.5,DV,12.5,
1167,GB7HM,439.637500,-,9.000000,,88.5,88.5,DV,12.5,
1168,GB7HN,430.875000,+,7.600000,,88.5,88.5,FM,12.5,
1169,GB7HR,439.450000,-,9.000000,,88.5,88.5,DV,12.5,
1170,GB7HS,439.425000,-,9.000000,,88.5,88.5,DV,12.5,
1171,GB7HU,439.487500,-,9.000000,,88.5,88.5,DV,12.5,
1172,GB7HX,439.575000,-,9.000000,,88.5,88.5,DV,12.5,
1173,GB7HZ,439.587500,-,9.000000,,88.5,88.5,DV,12.5,
1174,GB7IC-A,1290.650000,-,20.000000,,88.5,88.5,DV,12.5,
1175,GB7IC-B,439.450000,-,9.000000,,88.5,88.5,DV,12.5,
1176,GB7IC-C,145.662500,-,0.600000,,88.5,88.5,FM,12.5,
1177,GB7IE,145.675000,-,0.600000,,88.5,88.5,DV,12.5,
1178,GB7II,439.450000,-,9.000000,,88.5,88.5,DV,12.5,
1179,GB7IK,439.537500,-,9.000000,,88.5,88.5,DV,12.5,
1180,GB7IN,439.650000,-,9.000000,,88.5,88.5,DV,12.5,
1181,GB7IP,145.650000,-,0.600000,,88.5,88.5,DV,12.5,
1182,GB7IS,439.537500,-,9.000000,,88.5,88.5,DV,12.5,
1183,GB7IT,439.512500,-,9.000000,,88.5,88.5,DV,12.5,
1184,GB7IV,145.775000,-,0.600000,,88.5,88.5,DV,12.5,
1185,GB7JB,439.462500,-,9.000000,,88.5,88.5,DV,12.5,
1186,GB7JC,439.462500,-,9.000000,,88.5,88.5,DV,12.5,
1187,GB7JD,439.412500,-,9.000000,,88.5,88.5,DV,12.5,
1188,GB7JF,439.637500,-,9.000000,,88.5,88.5,DV,12.5,
1189,GB7JI,430.850000,+,7.600000,,88.5,88.5,DV,12.5,
1190,GB7JL,430.962500,+,7.600000,,88.5,88.5,FM,12.5,
1191,GB7JM,430.887500,+,7.600000,,88.5,88.5,DV,12.5,
1192,GB7KB,145.650000,-,0.600000,,88.5,88.5,DV,12.5,
1193,GB7KD,439.687500,-,9.000000,,88.5,88.5,DV,12.5,
1194,GB7KK,430.925000,+,7.600000,,88.5,88.5,DV,12.5,
1195,GB7KL,430.875000,+,7.600000,,88.5,88.5,FM,12.5,
1196,GB7KM,439.662500,-,9.000000,,88.5,88.5,DV,12.5,
1197,GB7KN,439.437500,-,9.000000,,88.5,88.5,DV,12.5,
1198,GB7KP,439.575000,-,9.000000,,88.5,88.5,DV,12.5,
1199,GB7KR,430.287500,+,9.000000,,88.5,88.5,DV,12.5,
1200,GB7KS,430.250000,+,9.000000,,88.5,88.5,DV,12.5,
1201,GB7KT,439.500000,-,9.000000,,88.5,88.5,DV,12.5,
1202,GB7KU,439.525000,-,9.000000,,88.5,88.5,DV,12.5,
1203,GB7KY,439.650000,-,9.000000,,88.5,88.5,DV,12.5,
1204,GB7LA,439.475000,-,9.000000,,88.5,88.5,DV,12.5,
1205,GB7LD,439.437500,-,9.000000,,88.5,88.5,DV,12.5,
1206,GB7LE,439.662500,-,9.000000,,88.5,88.5,DV,12.5,
1207,GB7LF,439.537500,-,9.000000,,88.5,88.5,DV,12.5,
1208,GB7LK,430.812500,+,7.600000,,88.5,88.5,DV,12.5,
1209,GB7LL,439.500000,-,9.000000,,88.5,88.5,DV,12.5,
1210,GB7LN,439.400000,-,9.000000,,88.5,88.5,DV,12.5,
1211,GB7LO,439.512500,-,9.000000,,88.5,88.5,DV,12.5,
1212,GB7LP,439.400000,-,9.000000,,88.5,88.5,DV,12.5,
1213,GB7LR,439.475000,-,9.000000,,88.5,88.5,DV,12.5,
1214,GB7LS,439.400000,-,9.000000,,88.5,88.5,DV,12.5,
1215,GB7LV,145.612500,-,0.600000,,88.5,88.5,DV,12.5,
1216,GB7LY,439.662500,-,9.000000,,88.5,88.5,DV,12.5,
1217,GB7MB,439.700000,-,9.000000,,88.5,88.5,DV,12.5,
1218,GB7MC,439.537500,-,9.000000,,88.5,88.5,DV,12.5,
1219,GB7MD,439.400000,-,9.000000,,88.5,88.5,DV,12.5,
1220,GB7ME,439.725000,-,9.000000,,88.5,88.5,DV,12.5,
1221,GB7MF,439.675000,-,9.000000,,88.5,88.5,DV,12.5,
1222,GB7MH,439.637500,-,9.000000,,88.5,88.5,DV,12.5,
1223,GB7MJ,439.637500,-,9.000000,,88.5,88.5,DV,12.5,
1224,GB7MK,439.600000,-,9.000000,,88.5,88.5,DV,12.5,
1225,GB7MM,439.750000,-,9.000000,,88.5,88.5,DV,12.5,
1226,GB7MN,439.412500,-,9.000000,,88.5,88.5,DV,12.5,
1227,GB7MO,439.675000,-,9.000000,,88.5,88.5,DV,12.5,
1228,GB7MP,439.750000,-,9.000000,,88.5,88.5,DV,12.5,
1229,GB7MR,439.737500,-,9.000000,,88.5,88.5,DV,12.5,
1230,GB7MS,145.775000,-,0.600000,,88.5,88.5,DV,12.5,
1231,GB7MT,439.662500,-,9.000000,,88.5,88.5,DV,12.5,
1232,GB7MW,439.487500,-,9.000000,,88.5,88.5,DV,12.5,
1233,GB7MY,439.775000,-,9.000000,,88.5,88.5,DV,12.5,
1234,GB7NA-A,1297.300000,-,6.000000,,88.5,88.5,DV,12.5,
1235,GB7NA-B,439.450000,-,9.000000,,88.5,88.5,DV,12.5,
1236,GB7NA-C,145.675000,-,0.600000,,88.5,88.5,DV,12.5,
1237,GB7NB,439.687500,-,9.000000,,88.5,88.5,DV,12.5,
1238,GB7ND,439.412500,-,9.000000,,88.5,88.5,DV,12.5,
1239,GB7NE,439.450000,-,9.000000,,88.5,88.5,DV,12.5,
1240,GB7NF,439.487500,-,9.000000,,88.5,88.5,DV,12.5,
1241,GB7NI,145.750000,-,0.600000,,88.5,88.5,DV,12.5,
1242,GB7NL,439.462500,-,9.000000,,88.5,88.5,DV,12.5,
1243,GB7NM,145.737500,-,0.600000,,88.5,88.5,DV,12.5,
1244,GB7NN,439.750000,-,9.000000,,88.5,88.5,DV,12.5,
1245,GB7NR,439.437500,-,9.000000,,88.5,88.5,DV,12.5,
1246,GB7NS,439.162500,-,9.000000,,88.5,88.5,DV,12.5,
1247,GB7NT,430.925000,+,7.600000,,88.5,88.5,FM,12.5,
1248,GB7NU,439.537500,-,9.000000,,88.5,88.5,DV,12.5,
1249,GB7NW,439.725000,-,9.000000,,88.5,88.5,DV,12.5,
1250,GB7NY,439.687500,-,9.000000,,88.5,88.5,DV,12.5,
1251,GB7OK,145.712500,-,0.600000,,88.5,88.5,DV,12.5,
1252,GB7OR,439.462500,-,9.000000,,88.5,88.5,DV,12.5,
1253,GB7PB,145.662500,-,0.600000,,88.5,88.5,DV,12.5,
1254,GB7PD,145.737500,-,0.600000,,88.5,88.5,FM,12.5,
1255,GB7PE,439.500000,-,9.000000,,88.5,88.5,DV,12.5,
1256,GB7PI,439.762500,-,9.000000,,88.5,88.5,DV,12.5,
1257,GB7PL,439.475000,-,9.000000,,88.5,88.5,DV,12.5,
1258,GB7PM,439.437500,-,9.000000,,88.5,88.5,DV,12.5,
1259,GB7PN,439.425000,-,9.000000,,88.5,88.5,DV,12.5,
1260,GB7PO,439.737500,-,9.000000,,88.5,88.5,DV,12.5,
1261,GB7PP,439.437500,-,9.000000,,88.5,88.5,DV,12.5,
1262,GB7PT,439.712500,-,9.000000,,88.5,88.5,DV,12.5,
1263,GB7PX,439.775000,-,9.000000,,88.5,88.5,DV,12.5,
1264,GB7PY,430.925000,+,7.600000,,88.5,88.5,DV,12.5,
1265,GB7RA,439.650000,-,9.000000,,88.5,88.5,DV,12.5,
1266,GB7RB-C,145.675000,-,0.600000,,88.5,88.5,DV,12.5,
1267,GB7RC,430.262500,+,9.000000,,88.5,88.5,DV,12.5,
1268,GB7RD,439.687500,-,9.000000,,88.5,88.5,DV,12.5,
1269,GB7RE,439.712500,-,9.000000,,88.5,88.5,DV,12.5,
1270,GB7RJ,439.537500,-,9.000000,,88.5,88.5,DV,12.5,
1271,GB7RK,439.437500,-,9.000000,,88.5,88.5,DV,12.5,
1272,GB7RN,145.637500,-,0.600000,,88.5,88.5,DV,12.5,
1273,GB7RR,439.612500,-,9.000000,,88.5,88.5,DV,12.5,
1274,GB7RT,439.412500,-,9.000000,,88.5,88.5,DV,12.5,
1275,GB7RV,439.625000,-,9.000000,,88.5,88.5,DV,12.5,
1276,GB7RW,145.600000,-,0.600000,,88.5,88.5,FM,12.5,
1277,GB7RY,430.950000,+,7.600000,,88.5,88.5,FM,12.5,
1278,GB7SA,439.425000,-,9.000000,,88.5,88.5,DV,12.5,
1279,GB7SB,439.662500,-,9.000000,,88.5,88.5,DV,12.5,
1280,GB7SC,439.475000,-,9.000000,,88.5,88.5,DV,12.5,
1281,GB7SD,439.412500,-,9.000000,,88.5,88.5,DV,12.5,
1282,GB7SE,439.475000,-,9.000000,,88.5,88.5,DV,12.5,
1283,GB7SF,145.737500,-,0.600000,,88.5,88.5,DV,12.5,
1284,GB7SG,145.762500,-,0.600000,,88.5,88.5,DV,12.5,
1285,GB7SH,430.962500,+,7.600000,,88.5,88.5,FM,12.5,
1286,GB7SI,439.525000,-,9.000000,,88.5,88.5,DV,12.5,
1287,GB7SJ,433.175000,+,1.600000,,88.5,88.5,FM,12.5,
1288,GB7SK,439.462500,-,9.000000,,88.5,88.5,DV,12.5,
1289,GB7SM,439.587500,-,9.000000,,88.5,88.5,DV,12.5,
1290,GB7SN,439.675000,-,9.000000,,88.5,88.5,DV,12.5,
1291,GB7SO,439.525000,-,9.000000,,88.5,88.5,DV,12.5,
1292,GB7SP,439.750000,-,9.000000,,88.5,88.5,DV,12.5,
1293,GB7SQ,439.675000,-,9.000000,,88.5,88.5,DV,12.5,
1294,GB7SR,439.637500,-,9.000000,,88.5,88.5,DV,12.5,
1295,GB7SS,439.587500,-,9.000000,,88.5,88.5,DV,12.5,
1296,GB7ST,439.450000,-,9.000000,,88.5,88.5,DV,12.5,
1297,GB7SU,439.450000,-,9.000000,,88.5,88.5,DV,12.5,
1298,GB7SV,433.275000,+,1.600000,,88.5,88.5,FM,12.5,
1299,GB7SW,145.637500,-,0.600000,,88.5,88.5,DV,12.5,
1300,GB7SX,439.775000,-,9.000000,,88.5,88.5,DV,12.5,
1301,GB7SY,439.587500,-,9.000000,,88.5,88.5,DV,12.5,
1302,GB7SZ,430.937500,+,7.600000,,88.5,88.5,FM,12.5,
1303,GB7TC,439.525000,-,9.000000,,88.5,88.5,DV,12.5,
1304,GB7TD,439.162500,-,9.000000,,88.5,88.5,DV,12.5,
1305,GB7TE,145.775000,-,0.600000,,88.5,88.5,DV,12.5,
1306,GB7TH,430.287500,+,9.000000,,88.5,88.5,DV,12.5,
1307,GB7TM,439.737500,-,9.000000,,88.5,88.5,DV,12.5,
1308,GB7TP,439.687500,-,9.000000,,88.5,88.5,DV,12.5,
1309,GB7TQ,430.887500,+,7.600000,,88.5,88.5,FM,12.5,
1310,GB7TV,439.475000,-,9.000000,,88.5,88.5,DV,12.5,
1311,GB7TY,439.612500,-,9.000000,,88.5,88.5,DV,12.5,
1312,GB7UL,439.525000,-,9.000000,,88.5,88.5,DV,12.5,
1313,GB7VO,439.700000,-,9.000000,,88.5,88.5,DV,12.5,
1314,GB7WA,145.687500,-,0.600000,,88.5,88.5,DV,12.5,
1315,GB7WB,439.487500,-,9.000000,,88.5,88.5,DV,12.5,
1316,GB7WC,439.487500,-,9.000000,,88.5,88.5,DV,12.5,
1317,GB7WD,439.712500,-,9.000000,,88.5,88.5,DV,12.5,
1318,GB7WF,439.487500,-,9.000000,,88.5,88.5,DV,12.5,
1319,GB7WH,439.625000,-,9.000000,,88.5,88.5,DV,12.5,
1320,GB7WI,439.412500,-,9.000000,,88.5,88.5,DV,12.5,
1321,GB7WK,439.512500,-,9.000000,,88.5,88.5,DV,12.5,
1322,GB7WL,439.462500,-,9.000000,,88.5,88.5,DV,12.5,
1323,GB7WM,439.687500,-,9.000000,,88.5,88.5,DV,12.5,
1324,GB7WN,439.750000,-,9.000000,,88.5,88.5,DV,12.5,
1325,GB7WP,439.762500,-,9.000000,,88.5,88.5,DV,12.5,
1326,GB7WT,439.600000,-,9.000000,,88.5,88.5,DV,12.5,
1327,GB7WV,439.687500,-,9.000000,,88.5,88.5,DV,12.5,
1328,GB7WW,439.762500,-,9.000000,,88.5,88.5,DV,12.5,
1329,GB7WX,439.512500,-,9.000000,,88.5,88.5,DV,12.5,
1330,GB7XG,430.875000,+,7.600000,,88.5,88.5,FM,12.5,
1331,GB7XX,439.462500,-,9.000000,,88.5,88.5,DV,12.5,
1332,GB7XY,439.425000,-,9.000000,,88.5,88.5,DV,12.5,
1333,GB7YD-B,439.512500,-,9.000000,,88.5,88.5,DV,12.5,
1334,GB7YI,439.575000,-,9.000000,,88.5,88.5,DV,12.5,
1335,GB7YJ,439.587500,-,9.000000,,88.5,88.5,DV,12.5,
1336,GB7YL,145.637500,-,0.600000,,88.5,88.5,DV,12.5,
1337,GB7YR,439.525000,-,9.000000,,88.5,88.5,DV,12.5,
1338,GB7YS,439.712500,-,9.000000,,88.5,88.5,DV,12.5,
1339,GB7YZ,439.475000,-,9.000000,,88.5,88.5,DV,12.5,
1340,GB7ZE,433.050000,+,1.600000,,88.5,88.5,FM,12.5,
1341,GB7ZP,439.487500,-,9.000000,,88.5,88.5,DV,12.5,
1342,HB9HD,29.650000,-,0.100000,,88.5,88.5,FM,12.5,
1343,HG6RVA,145.625000,-,0.600000,Tone,114.8,114.8,FM,12.5,Galyatető (Mátra)
1344,HG9RVA,145.725000,-,0.600000,Tone,114.8,114.8,FM,12.5,Kis-kőhát (Bükk)
1345,JW9SRR,145.600000,-,0.600000,Tone,91.5,88.5,FM,12.5,Skolten, Svalbard
1346,LA1XRR,29.650000,-,0.100000,,88.5,88.5,FM,12.5,Oslo / Heggedal
1347,LA2ERR,434.850000,-,2.000000,,88.5,88.5,FM,12.5,Gardermoen
1348,LA2KRR,434.650000,-,2.000000,,88.5,88.5,FM,12.5,Kongsvinger / Rafjellet
1349,LA2RRR,51.830000,-,0.600000,,88.5,88.5,FM,12.5,Kongsvinger / Holtberget
1350,LA2XRR,145.712500,-,0.600000,,88.5,88.5,FM,12.5,Kongsvinger / Rafjellet
1351,LA2YRR,434.750000,-,2.000000,,88.5,88.5,FM,12.5,Follo / Stangåsen
1352,LA3GRR,145.612500,-,0.600000,,88.5,88.5,FM,12.5,Tønsberg / Gaustatoppen
1353,LA3JRR,434.675000,-,2.000000,,88.5,88.5,FM,12.5,Vestfold / Jordstøyp
1354,LA4BRR,434.900000,-,2.000000,,88.5,88.5,FM,12.5,Bru
1355,LA4ERR,434.875000,-,2.000000,,88.5,88.5,FM,12.5,Egerøy
1356,LA4HRR,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Kvinesheia
1357,LA4KRR,434.825000,-,2.000000,,88.5,88.5,FM,12.5,Kvinesheia
1358,LA4LRR,434.850000,-,2.000000,,88.5,88.5,FM,12.5,Skogbergfjellet
1359,LA4MRR,434.900000,-,2.000000,,88.5,88.5,FM,12.5,Varmestø / Mandal
1360,LA4SRR,145.712500,-,0.600000,,88.5,88.5,FM,12.5,Store Skykula
1361,LA4URR,434.875000,-,2.000000,,88.5,88.5,FM,12.5,Aasvik / Risør
1362,LA4WRR,434.850000,-,2.000000,,88.5,88.5,FM,12.5,Bogafjell
1363,LA5AR,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Arendal / Tromøya
1364,LA5BR,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Bergen / Rundemannen
1365,LA5CR,434.675000,-,2.000000,,88.5,88.5,FM,12.5,Jæren / Sandnes
1366,LA5DR,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Drammen / Nordbykollen
1367,LA5FR,145.787500,-,0.600000,,88.5,88.5,FM,12.5,Follo / Enebakk
1368,LA5GR,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Skien
1369,LA5HR,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Horten / Skottås
1370,LA5IR,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Hafstadfjell / Førde
1371,LA5JR,434.625000,-,2.000000,,88.5,88.5,FM,12.5,Kongsberg / Haus Sachsen
1372,LA5KR,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Kongsvinger / Holtberget
1373,LA5LR,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Lista
1374,LA5MR,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Mjøsa / Totenåsen
1375,LA5NR,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Narvik / Ofoten-Veggen
1376,LA5OR,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Oslo / Tryvasshøgda
1377,LA5PR,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Firda / Høyanger
1378,LA5QR,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Molde / Sunndal
1379,LA5RR,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Ringerike / Ringkollen
1380,LA5RRR,434.600000,-,2.000000,,88.5,88.5,FM,12.5,Sauda / Røldal
1381,LA5SR,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Sandefjord / Mokollen
1382,LA5TR,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Stjørdal / Forbordfjell
1383,LA5UR,51.810000,-,0.600000,,88.5,88.5,FM,12.5,Sandefjord / Kjerringfjell
1384,LA5VR,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Sunnhordland / Kattnakken
1385,LA5XR,434.850000,-,2.000000,,88.5,88.5,FM,12.5,Trondheim / Gråkallen
1386,LA5YR,434.900000,-,2.000000,,88.5,88.5,FM,12.5,Follo / Enebakk
1387,LA6AR,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Sandnessjøen / Brasøy
1388,LA6BR,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Rønvikfjell / Bodø
1389,LA6CR,434.625000,-,2.000000,,88.5,88.5,FM,12.5,Knarvik / N. Hordland
1390,LA6DR,434.800000,-,2.000000,,88.5,88.5,FM,12.5,Ravnafjell / Sauda
1391,LA6ER,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Egersund / Gaupelemfjell
1392,LA6FR,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Flekkefjord / Storestø
1393,LA6GR,434.750000,-,2.000000,,88.5,88.5,FM,12.5,Mjøsa / Steinfjellhytta
1394,LA6HR,434.650000,-,2.000000,,88.5,88.5,FM,12.5,Skottås / Horten
1395,LA6JR,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Kristiansand / Svalandsheia
1396,LA6KR,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Kristiansand / Odderøya
1397,LA6MR,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Ålesund / Valderøyfjellet
1398,LA6NR,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Hallingdal / Syningen
1399,LA6OR,145.637500,-,0.600000,,88.5,88.5,FM,12.5,Oslo / Nesodden
1400,LA6QR,434.750000,-,2.000000,,88.5,88.5,FM,12.5,Haugesund / Karmøy
1401,LA6RR,434.600000,-,2.000000,,88.5,88.5,FM,12.5,Ryfylke / Rennesøyhornet
1402,LA6SR,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Risør / Hasåsen
1403,LA6TR,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Tromsø / Kvitbergfjellet
1404,LA6UR,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Fosen / Gjeltheia
1405,LA6VR,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Kirkenes / Verigasfjellet
1406,LA6WR,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Voss / Lønahorgi
1407,LA6XR,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Kristiansund / Reinsfjell
1408,LA6YR,434.850000,-,2.000000,,88.5,88.5,FM,12.5,Skien
1409,LA6YRR,434.600000,-,2.000000,,88.5,88.5,FM,12.5,Kristiansund / Reinsfjell
1410,LA6ZR,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Fagernes / Spåtind
1411,LA7AR,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Andenes / Endletenfjell
1412,LA7BR,434.700000,-,2.000000,,88.5,88.5,FM,12.5,Ørnfjell / Bergen
1413,LA7CR,434.700000,-,2.000000,,88.5,88.5,FM,12.5,Modum / Norefjell
1414,LA7ER,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Mandal / Sjåvassknuten
1415,LA7FR,434.700000,-,2.000000,,88.5,88.5,FM,12.5,Fredrikstad / Kniplefjell
1416,LA7GR,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Mjøsa / Gålå-Harpefoss
1417,LA7HR,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Harstad / Samaåsen
1418,LA7KR,434.625000,-,2.000000,,88.5,88.5,FM,12.5,Kongsvinger / Holtberget
1419,LA7KRR,434.625000,-,2.000000,,88.5,88.5,FM,12.5,Fosen / Kyrksæterøra
1420,LA7LR,434.925000,-,2.000000,,88.5,88.5,FM,12.5,Bø / Lifjell
1421,LA7MR,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Mo i Rana / Veten
1422,LA7NR,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Namdal / Hemna
